x, y
0.9954312865497076, 0.00015741564571890513
0.9961622807017543, 0.00012046330775386306
0.9954312865497076, 0.00009410216269264199
0.9954312865497076, 0.00007350966189244866
0.9961622807017543, 0.000057423445295212544
0.9968932748538011, 0.0000439436507806641
0.9968932748538011, 0.00003362815369237258
0.9968932748538011, 0.000025734155006880468
0.9976242690058479, 0.000020102715809225114
0.9976242690058479, 0.000015703611904040416
0.9976242690058479, 0.000012267169728358482
0.9976242690058479, 0.000009582728741891317
0.9976242690058479, 0.000007485727529177826
0.9968932748538011, 0.000005847615867088715
0.9998172514619883, 7.467679556294714e-7
0.9976242690058479, 0.000004662958905285241
0.9976242690058479, 0.0000037182992601742087
0.9976242690058479, 0.0000029046189121402654
0.9983552631578947, 0.0000023161778972269364
0.9983552631578947, 0.0000018093256226642224
